# Omega_m, Omega_b, h, n_s, sigma_8
4.287444151937961356e-01 6.167283829301595938e-02 8.785648442804814273e-01 1.166970887780189425e+00 9.729375123977661577e-01
1.274097450077533722e-01 3.822502892464399449e-02 5.831549290567636934e-01 9.823567677289247735e-01 7.894228290766477363e-01
1.777581002563238255e-01 6.952168703079224243e-02 6.392011828720569611e-01 9.158348470926285234e-01 7.098236121237277985e-01
4.783954437822103278e-01 3.045376077294349726e-02 7.475018057972192542e-01 1.131712107732891992e+00 9.279090020805597083e-01
3.114576358348131180e-01 5.867085490375757717e-02 5.112623732537031618e-01 8.474766325205564943e-01 8.317945152521133423e-01
2.073887873440981022e-01 4.147060442715883033e-02 8.004223048686981423e-01 1.000068803876638324e+00 6.059336405247449653e-01
2.427901342511177285e-01 6.465608883649111294e-02 5.343772023916244507e-01 1.112740880250930875e+00 8.891844194382428901e-01
3.383609876036643982e-01 3.560282979160547118e-02 8.272481571882963625e-01 9.348549086600541624e-01 6.726983517408370306e-01
4.718042217195034249e-01 5.347810760140419423e-02 6.127189282327890618e-01 1.044381825253367424e+00 7.672076974064111488e-01
1.720446459949016571e-01 4.630228996276855580e-02 7.239491559565067735e-01 8.032124333083630052e-01 9.946675159037112746e-01
1.223814111202955329e-01 5.500372450798750312e-02 8.554532561451196893e-01 8.946863096207380295e-01 9.060843002051115480e-01
4.214680742472410868e-01 4.469802435487509051e-02 5.563323207199573073e-01 1.054594045132398517e+00 7.319444239139556441e-01
3.886971328407525794e-01 6.680182226002216728e-02 7.958920657634735996e-01 9.638279974460601807e-01 6.280543450266122818e-01
2.924533668905496819e-01 3.337844632565974828e-02 6.909118216484785302e-01 1.185450835898518518e+00 8.099697299301624742e-01
2.867604695260524972e-01 6.582270048558712394e-02 8.451560504734516588e-01 8.312411006540060265e-01 7.838590819388627784e-01
3.818937771022320460e-01 3.427050955593585746e-02 5.431050512939691322e-01 1.021236351877450987e+00 9.535058163106441276e-01
4.016605094075202942e-01 5.731317695230245951e-02 7.043326597660779509e-01 9.121000602841377036e-01 8.620837774127720898e-01
1.046852812170982472e-01 4.263354461640119636e-02 6.089223384857177512e-01 1.140378922596573918e+00 6.752857699990272300e-01
1.542393181473016850e-01 5.383391022682190719e-02 5.650113176554441008e-01 1.161331804096698672e+00 6.240012038499116453e-01
4.521071854978799820e-01 4.603416100144386292e-02 8.733123451471329624e-01 9.893145982176065889e-01 8.387285046279430167e-01
3.314470987766980903e-01 6.297331724315882728e-02 6.870664276182651964e-01 1.079690020903945058e+00 9.457820411771535873e-01
2.372064303606748747e-01 3.704124379903078051e-02 7.762267176061868890e-01 8.709579028189182726e-01 7.169552251696587053e-01
2.126453079283237568e-01 5.901712108403445178e-02 6.602390501648187637e-01 9.582369968295096907e-01 9.750374540686607139e-01
3.187035210430622101e-01 4.119293842464685773e-02 7.531103618443012460e-01 1.192458227649331182e+00 7.618362125009298103e-01
4.976628690958023737e-01 6.784891024231912149e-02 5.885624408721923384e-01 8.765960540622472763e-01 6.532628171145915541e-01
1.959883093833923451e-01 3.190216898918151606e-02 8.997930746525526491e-01 1.074100703746080354e+00 8.836153078824281470e-01
1.455538410693407170e-01 6.070264261215925494e-02 7.311567932367324385e-01 1.028098210319876582e+00 8.170959785580634849e-01
4.480966258794069068e-01 3.912601884454489087e-02 6.320354532450437324e-01 8.243304200470448206e-01 6.459235455840826035e-01
3.682697679847478645e-01 5.249096997082233762e-02 8.216016832739114761e-01 1.108956520259380296e+00 7.388776741921901925e-01
2.630797799676656834e-01 4.779667042195796800e-02 5.166210807859897836e-01 9.434736285358666930e-01 9.241495985537767632e-01
2.657502446323632972e-01 5.830272447317839252e-02 8.090094972401857820e-01 1.188040627911686853e+00 8.625619735568761381e-01
3.655954603105783240e-01 4.175051476806402456e-02 5.042241893708705458e-01 9.596756935119629128e-01 6.994093671441078408e-01
4.445457022637129274e-01 6.979320086538792767e-02 7.436012104153633118e-01 1.068898784369230359e+00 7.907871682196855323e-01
1.491085540503263585e-01 3.011354975402355180e-02 6.446752008050680161e-01 8.788190823048354083e-01 9.711886785924435106e-01
1.986618302762508392e-01 6.139266032725573113e-02 5.761304840445518050e-01 8.201569430530071259e-01 9.296693082898854765e-01
4.949916176497936027e-01 3.859289173036813819e-02 8.871657636016607729e-01 1.028999827429652125e+00 7.084478542208672014e-01
3.151495471596718057e-01 5.053206726908683610e-02 6.728192586451768875e-01 9.385158676654100640e-01 6.014507878571748734e-01
2.161969706416130288e-01 4.959997445344925537e-02 7.654952995479107347e-01 1.110642409324646085e+00 8.366740755736827850e-01
2.336280424147844370e-01 6.653648406267166637e-02 6.995106540620327218e-01 1.023264064639806792e+00 6.713347785174846871e-01
3.350231755524873956e-01 3.371232077479362210e-02 7.888662744313479358e-01 8.258438598364592487e-01 8.909324932843446510e-01
4.548051204532385094e-01 5.536827329546213650e-02 5.524189408868551698e-01 1.141622315719723613e+00 9.995593056082725525e-01
1.515436526387929916e-01 4.442155141383409556e-02 8.609152629971503767e-01 9.074871510267258357e-01 7.627126630395650864e-01
1.011099435389041928e-01 5.314450077712536136e-02 7.169126775115728378e-01 9.911958087235689385e-01 7.364280425012111886e-01
4.052396364510059135e-01 4.656789578497409765e-02 6.213070854544640031e-01 1.156569358706474260e+00 9.012039799243212190e-01
3.845886558294296931e-01 6.493282821029425222e-02 8.327239029109478885e-01 8.720548294484615770e-01 8.082086637616157088e-01
2.840617477893829790e-01 3.523854743689298907e-02 5.304775495082140191e-01 1.075711847469210669e+00 6.294308688491582204e-01
2.896604504436254279e-01 6.271118294447661223e-02 7.832630440592766030e-01 9.331689927726983802e-01 9.517577171325684038e-01
3.914938922971487045e-01 3.739083435386419269e-02 6.784781422466039658e-01 1.117698667943477719e+00 7.852226328104734421e-01
4.249461371451616065e-01 5.419189848005771803e-02 8.678364712744951470e-01 8.023108370602131112e-01 6.797808296978473663e-01
1.188995588570833234e-01 4.574410848319530876e-02 5.689108185470104218e-01 1.048555281385779470e+00 8.571920100599527137e-01
1.692486733198165783e-01 5.696324247866869223e-02 6.003233779221772703e-01 1.052371037751436145e+00 8.436088472604751365e-01
4.745979249477386697e-01 4.289533499628305629e-02 7.113582991063595040e-01 8.998882081359624863e-01 6.195176105946301748e-01
3.418421007692813984e-01 6.611241027712821960e-02 5.470182791352271590e-01 1.184012112393975080e+00 7.155786789953708649e-01
2.393113322556018885e-01 3.391217857599258118e-02 8.396939154714346820e-01 9.682456240057945029e-01 9.475430820137262788e-01
2.108454864472150969e-01 5.213642030954361573e-02 5.236457791179418564e-01 8.554774858057498932e-01 7.573403868824243323e-01
3.080032479017973390e-01 4.808314248919487444e-02 8.130009934306144936e-01 1.096732949838042259e+00 9.799299813807010873e-01
4.756238851696252823e-01 6.095843914896249827e-02 6.265723519027233124e-01 9.871192339807748350e-01 8.853641670197247571e-01
1.805273894220590647e-01 3.878260273486375947e-02 7.350683171302080376e-01 1.165089656412601427e+00 6.518985003232955489e-01
1.308633938431739974e-01 6.756278209388257017e-02 8.912061117589473724e-01 1.136325037851929620e+00 6.472993258386849913e-01
4.252869769930839317e-01 3.225706256926060000e-02 5.956008780747652498e-01 9.145914331078529580e-01 8.153356976807117906e-01
3.583401583135128465e-01 5.936087992042303474e-02 7.570112105458974838e-01 1.005466017872095108e+00 9.192700158804655297e-01
2.605094842612743489e-01 4.093748461455106596e-02 6.547652617096900718e-01 8.454489465802907944e-01 7.433605015277862105e-01
2.517095863819122092e-01 6.908521920442581288e-02 5.601552754640579668e-01 9.693063613027333991e-01 8.256454966962337716e-01
3.546368926763534546e-01 3.065558716654777360e-02 8.516593407839536667e-01 1.178435919433832080e+00 6.124808866530656593e-01
4.368088312447071520e-01 5.776075366884469986e-02 6.880635682493447813e-01 8.876698628067970498e-01 7.038663044571876748e-01
1.318446733057498932e-01 4.245856303721666503e-02 7.987083233892917633e-01 1.060070872679352849e+00 9.342554297298193422e-01
1.814963694661855809e-01 5.124002985656261888e-02 8.297057483345270379e-01 1.038899029791355177e+00 9.665947370231151581e-01
4.871578540652991007e-01 4.905795611441135518e-02 5.319517023861408678e-01 8.102348331362009271e-01 7.953856933861971346e-01
3.042878735810518043e-01 6.193461205810309178e-02 7.205169558525085227e-01 1.119761764630675227e+00 6.883687779307365862e-01
2.020578939467668755e-01 3.788486253470182280e-02 6.161221843212842941e-01 9.293705917894840018e-01 8.736040946096181870e-01
2.477112337946891785e-01 5.606656562536955352e-02 7.438726853579282761e-01 8.419929847121239153e-01 6.340124186128377470e-01
3.459392085671424977e-01 4.386982467025518639e-02 6.427983075380325761e-01 1.007092067971825600e+00 8.036225423216819541e-01
4.626943878829479218e-01 6.708829678595065737e-02 8.034643925726414615e-01 9.228565838187933190e-01 9.122325588017702325e-01
1.686551354825496785e-01 3.301411442458629386e-02 5.082493249326944795e-01 1.126226926594972699e+00 7.253979437053204027e-01
1.183183204382658033e-01 6.423455495387316028e-02 6.647045977413654771e-01 1.172449913248419850e+00 7.737532522529363410e-01
4.130304854363203715e-01 3.579025510698556622e-02 7.720289561897516473e-01 9.753411777317524400e-01 9.885171845555305037e-01
3.956031087785959466e-01 5.259270712733268849e-02 5.863933902233838813e-01 1.090812741219997495e+00 8.955264348536728924e-01
2.980480466037989107e-01 4.726608306169510082e-02 8.753584742546081099e-01 8.569768402725458367e-01 6.667362533509730849e-01
2.787928514182567707e-01 5.474370628595352783e-02 6.358527097851037757e-01 1.101915658637881323e+00 9.398199383169412169e-01
3.773607157170772997e-01 4.504589721560478544e-02 7.273563690483569877e-01 9.489260457456112352e-01 7.232972390949725661e-01
4.077861949801445673e-01 6.340947989374400018e-02 5.137792885303497092e-01 1.033552154898643494e+00 6.178508710116147329e-01
1.110602512955665699e-01 3.683911222964525445e-02 8.244236867874861208e-01 8.172910917550325616e-01 8.452740550041198953e-01
1.615062598139047623e-01 6.556062154471875569e-02 7.555614918470383579e-01 8.836413472890853882e-01 8.555372927337885347e-01
4.573395643383264542e-01 3.461037077009677942e-02 6.578078042715788110e-01 1.068640803173184439e+00 6.814340271055698839e-01
3.278073441237211449e-01 5.626496460288762935e-02 8.963665727525949034e-01 9.527786146849394067e-01 7.775118928402662277e-01
2.283468406647443938e-01 4.344703804701566946e-02 5.919722057878971100e-01 1.199505045264959158e+00 9.594638854265212791e-01
2.218532748520374298e-01 6.041647326201200763e-02 8.696889229118824893e-01 1.086736166477203280e+00 7.450272411108016524e-01
3.219962336122990099e-01 3.949065592139959502e-02 5.686149511486291441e-01 8.654971379786730035e-01 9.176048081368207709e-01
4.928385674953460471e-01 5.142843402922153695e-02 7.792623441666364226e-01 1.155872569605708167e+00 8.230588413774967416e-01
1.883119553327560480e-01 4.862517528235912878e-02 6.840476334095001443e-01 9.963622801005840302e-01 6.395807657390832901e-01
1.387463796883821598e-01 5.990282673388720031e-02 5.404601823538541794e-01 9.050585370510816352e-01 6.596092402935027632e-01
4.424047667533159700e-01 4.022945050150156243e-02 8.477841824293137485e-01 1.145832013338804245e+00 8.776579987257718818e-01
3.724300380796193854e-01 6.827074930071831693e-02 6.121551014482975450e-01 8.366957068443299228e-01 9.815846987068652663e-01
2.714188542217016442e-01 3.171504884958267073e-02 7.011197809129953162e-01 1.014196350052952722e+00 7.556871894747019258e-01
2.699350204318762270e-01 5.371517188847065027e-02 5.498199474066496339e-01 8.140870928764343262e-01 9.690974690020084381e-01
3.737154837697744814e-01 4.653431914746761211e-02 8.383944243192673618e-01 1.036607744172215462e+00 7.932491693645715714e-01
4.411437112838030306e-01 6.441952031105757648e-02 6.027405478060245958e-01 9.457333665341138840e-01 6.971213191747664961e-01
1.402057755738496947e-01 3.537099178880453304e-02 7.104555133730172667e-01 1.104963015764951706e+00 8.652177613228559938e-01
1.905419200658798329e-01 6.657006040215493470e-02 8.665995188057422638e-01 1.196448312327265562e+00 8.356433458626270072e-01
4.908069431781768577e-01 3.314164876937866072e-02 5.717750702053308043e-01 9.559799425303936449e-01 6.021168235689401405e-01
3.240522481501102448e-01 5.523582983762026499e-02 7.823984306305646896e-01 1.065593826770782515e+00 7.076139628887176958e-01
2.195988722145557626e-01 4.493485961109400240e-02 6.809334337711334673e-01 8.868359345942735672e-01 9.301415573805570380e-01
2.301955264061689432e-01 6.174850258976221501e-02 7.586505621671677524e-01 9.996033083647489770e-01 7.649763058871030807e-01
3.261508952826261964e-01 3.830542374402284844e-02 6.546463977545500246e-01 1.152873756736517041e+00 9.968790888786316362e-01
4.590204034000635591e-01 5.011641979217529297e-02 8.932299617677927905e-01 8.687496751546860407e-01 8.929992977529763731e-01
1.596331361681223027e-01 4.979101672768593279e-02 5.950853087007998976e-01 1.083728932216763585e+00 6.688483484089374764e-01
1.099821105599403381e-01 5.859019335359335473e-02 6.264916572719811949e-01 1.017194017767906189e+00 6.302891831845044424e-01
4.086720511317253335e-01 4.139467280358076484e-02 7.367457933723926544e-01 8.334520090371371204e-01 8.077608138322830422e-01
3.764992497861385790e-01 6.960215829312801916e-02 5.231927454471587691e-01 1.148839629814028651e+00 9.022591326385736021e-01
2.798465542495250924e-01 3.052919633686542247e-02 8.150874298065901025e-01 9.018079064786433952e-01 7.357864059507847054e-01
2.995564851909875981e-01 6.808586008846760629e-02 6.741168148815631644e-01 1.056878577172756239e+00 8.580884624272584471e-01
3.942930582910776360e-01 3.213438890874385778e-02 7.626908872276545459e-01 8.907175991684198602e-01 6.792490713298320326e-01
4.142673175781965700e-01 5.878043811768293714e-02 5.770312886685132758e-01 1.175232305750250728e+00 7.863128717988729921e-01
1.168831478804349955e-01 4.096129115670919807e-02 8.847458958625793457e-01 9.723623283207416534e-01 9.510291203856467979e-01
1.664493940770626068e-01 5.225909367203712685e-02 7.407373141497373137e-01 9.263240005820989609e-01 9.497685689479112847e-01
4.647017888724803703e-01 4.756006360054015891e-02 6.459132224321365578e-01 1.122956729680299803e+00 7.129824005067348924e-01
3.438585892319679371e-01 6.093463350087405250e-02 8.065545119345187697e-01 8.071784839034080727e-01 6.215493109077214751e-01
2.499902412295341714e-01 3.936304483562708123e-02 5.050899211317301241e-01 1.042100736871361732e+00 8.412094071507454363e-01
2.002338130027055962e-01 5.738865051418542973e-02 8.328400228172541109e-01 1.129479848966002509e+00 6.507838383316993935e-01
3.059197176247835381e-01 4.271405387669802156e-02 5.288362629711628182e-01 9.198497273027896881e-01 8.860683646053075790e-01
4.854527916759252548e-01 6.574680685997009999e-02 7.174255490303039773e-01 1.010333479940891177e+00 9.790091060101986375e-01
1.833937164396047814e-01 3.418988600373268349e-02 6.192812543362379296e-01 8.389945510774851067e-01 7.578477460891008821e-01
1.329470373690128382e-01 6.289246495813131943e-02 5.507425338029861006e-01 8.599848404526710954e-01 7.413532063364982605e-01
4.358987517654896449e-01 3.696542661637067934e-02 8.609963130205869897e-01 1.087562489882111461e+00 9.216938849538565126e-01
3.554737538099289607e-01 5.391419075429439850e-02 6.974253360182046668e-01 9.783392306417226791e-01 8.131346158683300240e-01
2.506804883480072133e-01 4.610971100628376285e-02 7.893196143209935123e-01 1.169206593185663223e+00 6.499200332909822464e-01
2.621992878615856393e-01 6.386773619800806268e-02 8.942949913442135301e-01 1.045359501987695783e+00 9.318056266754866090e-01
3.564519666135311793e-01 3.606918860226869528e-02 5.924392808228731155e-01 8.053612943738699403e-01 7.059453219175338967e-01
